Ano,Trimestre,Categoria,Tipo,CNPJ,Instituição financeira,Índice,Quantidade de reclamações reguladas procedentes,Quantidade de reclamações reguladas - outras,Quantidade de reclamações não reguladas,Quantidade total de reclamações,quantidade_total_clientes_ccs_scr,quantidade_clientes_ccs,quantidade_clientes_scr,Unnamed: 14
2021,3º,Demais bancos e financeiras,Banco/financeira,7747410.0,M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO, ,3,6,5,14,626141, ,626141,
2021,3º,Demais bancos e financeiras,Banco/financeira,9464032.0,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,22,102,52,176,10572319,286354,10523154,
2021,3º,Demais bancos e financeiras,Banco/financeira,4379829.0,"NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS", ,0,1,0,1,434448,677,433771,
2021,3º,Demais bancos e financeiras,Banco/financeira,74828799.0,NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO, ,5,29,0,34,99651,3135,96953,
2021,3º,Demais bancos e financeiras,Banco/financeira,3311443.0,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.","14.015,05",54,21,1,76,3853, ,3853,
2021,3º,Demais bancos e financeiras,Banco/financeira,43180355.0,"PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","12,79",87,59,22,168,6798337,6588214,2507474,
2021,3º,Demais bancos e financeiras,Banco/financeira,1800019.0,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO", ,19,32,17,68,225158,1,225157,
2021,3º,Demais bancos e financeiras,Banco/financeira,27351731.0,"REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.", ,10,39,21,70,4873514,51,4873489,
2021,3º,Demais bancos e financeiras,Banco/financeira,5503849.0,"SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,0,1,0,1,29858,1259,28602,
2021,3º,Demais bancos e financeiras,Banco/financeira,122327.0,"SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS", ,1,4,0,5,14007,592,13415,
2021,3º,Demais bancos e financeiras,Banco/financeira,3881423.0,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,1,3,7,11,2088,460,1628,
2021,3º,Demais bancos e financeiras,Banco/financeira,41498340.0,"TENTOS S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,1,0,0,1,129, ,129,
2021,3º,Demais bancos e financeiras,Banco/financeira,9473806.0,"TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,0,0,1,1,37627,11,37616,
2021,3º,Demais bancos e financeiras,Banco/financeira,5192316.0,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS", ,2,3,1,6,405846,1385,404867,
2021,3º,Demais bancos e financeiras,Banco/financeira,23862762.0,"WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO","18,99",35,43,33,111,1842985,1842425,391779,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,13140088.0,ACESSO SOLUÇÕES DE PAGAMENTO S.A.,"20,87",42,28,5,75,2011869,2011869, ,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,36321990.0,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,2,2,1,5,473823,130,473693,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,27214112.0,"AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,2,5,5,12,23421,13123,14355,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,19540550.0,ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTO S.A., ,0,3,1,4,249654,249654, ,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,3532415.0,BANCO ABN AMRO S.A., ,0,0,2,2,26,26,1,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,54403563.0,BANCO ARBI S.A., ,8,14,2,24,38372,30210,8698,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,33132044.0,BANCO CEDULA S.A., ,2,0,0,2,18016,2809,15432,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,2992446.0,BANCO CNH INDUSTRIAL CAPITAL S.A., ,0,1,0,1,28397,1230,27318,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,8357240.0,BANCO CSF S.A.,"13,88",102,99,60,261,7348002, ,7348002,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,4902979.0,BANCO DA AMAZONIA S.A., ,1,3,4,8,556710,480440,194083,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,10690848.0,BANCO DA CHINA BRASIL S.A., ,0,1,0,1,528,503,41,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,5040481.0,BANCO DE LAGE LANDEN BRASIL S.A., ,0,1,0,1,34810,3,34808,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,92874270.0,BANCO DIGIMAIS S.A.,"444,90",202,29,55,286,454034,302771,209881,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,27098060.0,BANCO DIGIO S.A.,"67,40",133,97,44,274,1973142,1349497,1500737,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,13009717.0,BANCO DO ESTADO DE SERGIPE S.A., ,29,30,19,78,1094338,827042,642079,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,4913711.0,BANCO DO ESTADO DO PARÁ S.A.,"33,51",31,21,21,73,924951,801524,412094,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,7237373.0,BANCO DO NORDESTE DO BRASIL S.A., ,5,34,26,65,8967632,8384030,3314376,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,58616418.0,BANCO FIBRA S.A., ,1,2,0,3,164195,4262,160535,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,31880826.0,BANCO GUANABARA S.A., ,1,0,0,1,2296,2240,378,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,53518684.0,BANCO HSBC S.A., ,0,3,3,6,3331,3318,71,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,4866275.0,BANCO INBURSA S.A., ,10,18,6,34,19313,9,19304,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,23903068.0,BANCO KOMATSU DO BRASIL S.A., ,0,1,0,1,726,716,700,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,59118133.0,BANCO LUSO BRASILEIRO S.A., ,0,1,0,1,9589,4653,5303,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,78632767.0,BANCO OURINVEST S.A., ,2,2,0,4,88234,85073,3199,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,61820817.0,BANCO PAULISTA S.A., ,2,1,0,3,29632,7826,22077,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,1023570.0,BANCO RABOBANK INTERNATIONAL BRASIL S.A., ,0,1,0,1,3933,3748,1744,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,517645.0,BANCO RIBEIRAO PRETO S.A., ,0,0,1,1,3988,3815,1881,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,795423.0,BANCO SEMEAR S.A., ,5,2,2,9,288254,4042,284806,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,11970623.0,BANCO SENFF S.A., ,3,1,1,5,158470,87682,72863,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,7679404.0,BANCO TOPÁZIO S.A., ,5,8,0,13,16284,15063,3043,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,17351180.0,BANCO TRIANGULO S.A., ,10,15,15,40,1977611,565322,1791767,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,13370835.0,BPP INSTITUIÇÃO DE PAGAMENTO S.A.,"16,85",32,25,4,61,1898746,1898746, ,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,37122487.0,"CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,0,0,1,1,2813, ,2813,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,9313766.0,"CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,4,0,2,6,59274,54298,15589,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,13935893.0,CELCOIN INSTITUICAO DE PAGAMENTO S.A., ,4,4,6,14,0,0,0,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,1027058.0,CIELO S.A., ,28,23,47,98,122732,122628,104,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,62895230.0,CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO, ,0,1,0,1,724468, ,724468,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,21018182.0,EBANX INSTITUICAO DE PAGAMENTOS LTDA.,"102,12",48,26,4,78,470025,470023,2,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,39321657.0,FACEBOOK INSTITUIÇÃO DE PAGAMENTO DO BRASIL LTDA., ,0,0,2,2,0,0,0,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,15581638.0,FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO,"339,53",156,415,31,602,459457,682,458779,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,36583700.0,"FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,1,2,0,3,15595, ,15595,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,411939.0,"FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO", ,0,3,6,9,85821,1630,84240,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,13203354.0,FITBANK PAGAMENTOS ELETRONICOS S.A., ,1,1,0,2,582,582, ,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,2732968.0,FORTBRASIL ADMINISTRADORA DE CARTOES DE CREDITO S/A, ,13,6,5,24,622170, ,622170,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,6339468.0,"GRAZZIOTIN FINANCIADORA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS", ,0,0,1,1,32555,1,32554,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,13884775.0,HUB PAGAMENTOS S.A, ,9,17,3,29,2657176,2657176, ,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,15111975.0,IUGU INSTITUIÇÃO DE PAGAMENTO S.A., ,1,1,1,3,0,0,0,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,4230630.0,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO", ,0,4,3,7,53834, ,53834,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,11271860.0,"LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,1,2,5,8,263553,5,263549,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,7747410.0,M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO, ,3,8,1,12,552627, ,552627,
2021,4º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,9464032.0,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","2,63",28,106,35,169,10613765,1109591,10456015,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,4379829.0,"NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS", ,0,5,0,5,441953,686,441268,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,20855875.0,NEON PAGAMENTOS S.A.,"324,25",210,108,47,365,647641, ,647641,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,74828799.0,NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO, ,17,79,0,96,121786,3155,119057,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,3311443.0,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.","16.699,13",60,39,6,105,3593, ,3593,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,10878448.0,PAYPAL DO BRASIL SERVICOS DE PAGAMENTOS LTDA,"3,65",32,58,9,99,8746269,8746267,3,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,43180355.0,"PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","13,18",95,41,17,153,7207087,7004578,2587911,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,1800019.0,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO", ,13,26,13,52,232901,1,232900,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,27351731.0,"REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.", ,12,56,18,86,5366646,58,5366622,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,65697260.0,REPOM S.A., ,1,0,1,2,264544,264542,4,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,122327.0,"SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS", ,0,4,0,4,10969,564,10405,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,5503849.0,"SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.", ,0,1,1,2,30369,1259,29113,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,3881423.0,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,4,3,9,16,2151,458,1693,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,9473806.0,"TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,0,0,1,1,37822,12,37810,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,1722480.0,VERDE - ADMINISTRADORA DE CARTOES DE CREDITO S.A., ,2,7,2,11,435518, ,435518,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,5192316.0,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS", ,4,4,1,9,416742,2167,415345,
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,23862762.0,"WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO","19,87",41,31,22,94,2062720,2062055,440454,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,13140088.0,ACESSO SOLUÇÕES DE PAGAMENTO S.A.,"13,24",30,38,3,71,2265540,2265540, ,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,36321990.0,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,1,2,2,5,497481,132,497349,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,27214112.0,"AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,0,2,3,5,27283,15337,16622,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,19540550.0,ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTO S.A., ,3,11,2,16,296526,296526, ,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,54403563.0,BANCO ARBI S.A., ,7,13,0,20,48842,40411,9387,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,997185.0,BANCO B3 S.A., ,1,0,3,4,874,874, ,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,33132044.0,BANCO CEDULA S.A., ,0,2,0,2,18016,2809,15430,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,2992446.0,BANCO CNH INDUSTRIAL CAPITAL S.A., ,2,0,0,2,29075,1232,27996,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,8357240.0,BANCO CSF S.A.,"12,63",94,86,26,206,7437471, ,7437471,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,4902979.0,BANCO DA AMAZONIA S.A., ,3,3,5,11,563256,488547,195226,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,92874270.0,BANCO DIGIMAIS S.A.,"657,93",217,48,44,309,329820,172712,211804,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,13009717.0,BANCO DO ESTADO DE SERGIPE S.A., ,21,22,13,56,1106905,832301,650078,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,4913711.0,BANCO DO ESTADO DO PARÁ S.A., ,19,25,14,58,943319,820262,419303,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,7237373.0,BANCO DO NORDESTE DO BRASIL S.A., ,9,26,31,66,9079293,8496689,3340534,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,58616418.0,BANCO FIBRA S.A., ,1,1,0,2,163906,4390,160140,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,62237425.0,BANCO FIDIS S/A, ,1,0,0,1,892,179,733,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,53518684.0,BANCO HSBC S.A., ,0,0,5,5,3528,3515,76,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,4866275.0,BANCO INBURSA S.A., ,12,7,4,23,20983,10,20973,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,33588252.0,BANCO INDUSCRED DE INVESTIMENTO S.A., ,1,0,0,1,104,27,84,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,78632767.0,BANCO OURINVEST S.A., ,2,8,1,11,131481,127917,3611,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,61820817.0,BANCO PAULISTA S.A., ,10,0,0,10,46760,7922,39134,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,1023570.0,BANCO RABOBANK INTERNATIONAL BRASIL S.A., ,0,1,0,1,3831,3643,1751,
2022,1º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,80271455.0,BANCO RNX S.A., ,0,0,1,1,2261,57,2219,
